================================================================================
ULTIMATE HIGH PROBABILITY SCANNER - RESULTS
================================================================================
Scan Date: 2026-02-15 08:30:51

STRATEGY CRITERIA:
  1. Jimmy Squeeze Channel PRINTING on scan day (EMA5/26 within ATR distance)
  2. EFI oversold (MAROON or ORANGE - histogram below 0)
  3. Normalized price > 0 (Close above 68 EMA - DIVERGENCE setup)
  (Fader color shown for reference - RED or GREEN both accepted)

QUALITY SCORE:
  Based on consolidation duration, oversold level, EFI strength, volume
  Higher score = higher probability setup

Total High Probability Setups Found: 154
================================================================================

TOP HIGH PROBABILITY SETUPS (sorted by quality score):
--------------------------------------------------------------------------------
Ticker   Score   Days   Range    Pos%   Norm    EFI      Fader   Vol  
  Range:               $26.13 - $26.85 (2.8%)
  Position in Range:   -6% (lower third = buy zone)
  Normalized Price:    0.13 (DIVERGENCE)
  Force Index:         -0.64 (ORANGE)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: MATW consolidating for 10 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 23/100

SIGNAL #131 - NAUT - Quality Score: 23/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $2.03
  Consolidation:       7 days
  Range:               $1.97 - $2.09 (6.1%)
  Position in Range:   51% (lower third = buy zone)
  Normalized Price:    0.17 (DIVERGENCE)
  Force Index:         -0.04 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: NAUT consolidating for 7 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 23/100

SIGNAL #132 - LAZ - Quality Score: 22/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $52.31
  Consolidation:       1 days
  Range:               $52.58 - $54.11 (2.9%)
  Position in Range:   -17% (lower third = buy zone)
  Normalized Price:    0.26 (DIVERGENCE)
  Force Index:         -3.67 (ORANGE)
  Fader Signal:        RED
  Volume:              0.4x average

  SETUP: LAZ consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 22/100

SIGNAL #133 - DMAC - Quality Score: 22/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $8.14
  Consolidation:       1 days
  Range:               $7.99 - $8.40 (5.2%)
  Position in Range:   37% (lower third = buy zone)
  Normalized Price:    0.25 (DIVERGENCE)
  Force Index:         -0.01 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: DMAC consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 22/100

SIGNAL #134 - FHB - Quality Score: 22/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $26.30
  Consolidation:       3 days
  Range:               $26.43 - $26.95 (2.0%)
  Position in Range:   -25% (lower third = buy zone)
  Normalized Price:    0.21 (DIVERGENCE)
  Force Index:         -0.96 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: FHB consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 22/100

SIGNAL #135 - MRKR - Quality Score: 21/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $1.65
  Consolidation:       7 days
  Range:               $1.67 - $1.79 (7.2%)
  Position in Range:   -20% (lower third = buy zone)
  Normalized Price:    0.12 (DIVERGENCE)
  Force Index:         -0.23 (ORANGE)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: MRKR consolidating for 7 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 21/100

SIGNAL #136 - PGEN - Quality Score: 21/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $4.29
  Consolidation:       2 days
  Range:               $4.32 - $4.58 (6.0%)
  Position in Range:   -11% (lower third = buy zone)
  Normalized Price:    0.12 (DIVERGENCE)
  Force Index:         -0.47 (ORANGE)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: PGEN consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 21/100

SIGNAL #137 - KLXE - Quality Score: 21/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $2.29
  Consolidation:       2 days
  Range:               $2.22 - $2.38 (7.1%)
  Position in Range:   42% (lower third = buy zone)
  Normalized Price:    0.21 (DIVERGENCE)
  Force Index:         -0.24 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: KLXE consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 21/100

SIGNAL #138 - CERS - Quality Score: 21/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $2.20
  Consolidation:       5 days
  Range:               $2.24 - $2.34 (4.5%)
  Position in Range:   -44% (lower third = buy zone)
  Normalized Price:    0.13 (DIVERGENCE)
  Force Index:         -0.26 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: CERS consolidating for 5 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 21/100

SIGNAL #139 - AHCO - Quality Score: 20/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $10.20
  Consolidation:       2 days
  Range:               $10.11 - $10.42 (3.0%)
  Position in Range:   28% (lower third = buy zone)
  Normalized Price:    0.17 (DIVERGENCE)
  Force Index:         -0.25 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: AHCO consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 20/100

SIGNAL #140 - MNKD - Quality Score: 20/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $5.66
  Consolidation:       7 days
  Range:               $5.63 - $5.83 (3.6%)
  Position in Range:   14% (lower third = buy zone)
  Normalized Price:    0.05 (DIVERGENCE)
  Force Index:         -0.18 (ORANGE)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: MNKD consolidating for 7 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 20/100

SIGNAL #141 - RAVE - Quality Score: 20/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $3.25
  Consolidation:       2 days
  Range:               $3.14 - $3.29 (4.6%)
  Position in Range:   75% (lower third = buy zone)
  Normalized Price:    0.14 (DIVERGENCE)
  Force Index:         -0.02 (ORANGE)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: RAVE consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 20/100

SIGNAL #142 - BNED - Quality Score: 19/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $8.96
  Consolidation:       3 days
  Range:               $8.74 - $9.10 (4.1%)
  Position in Range:   60% (lower third = buy zone)
  Normalized Price:    0.09 (DIVERGENCE)
  Force Index:         -0.02 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: BNED consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 19/100

SIGNAL #143 - CABA - Quality Score: 19/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $2.51
  Consolidation:       2 days
  Range:               $2.41 - $2.58 (6.9%)
  Position in Range:   59% (lower third = buy zone)
  Normalized Price:    0.11 (DIVERGENCE)
  Force Index:         -0.08 (ORANGE)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: CABA consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 19/100

SIGNAL #144 - HYLN - Quality Score: 18/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $2.01
  Consolidation:       6 days
  Range:               $2.00 - $2.10 (5.4%)
  Position in Range:   13% (lower third = buy zone)
  Normalized Price:    0.01 (DIVERGENCE)
  Force Index:         -0.11 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: HYLN consolidating for 6 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 18/100

SIGNAL #145 - OLPX - Quality Score: 18/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $1.50
  Consolidation:       2 days
  Range:               $1.49 - $1.56 (4.7%)
  Position in Range:   21% (lower third = buy zone)
  Normalized Price:    0.09 (DIVERGENCE)
  Force Index:         -0.10 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: OLPX consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 18/100

SIGNAL #146 - QRHC - Quality Score: 18/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $2.03
  Consolidation:       3 days
  Range:               $2.01 - $2.14 (6.2%)
  Position in Range:   16% (lower third = buy zone)
  Normalized Price:    0.07 (DIVERGENCE)
  Force Index:         -0.15 (ORANGE)
  Fader Signal:        RED
  Volume:              0.4x average

  SETUP: QRHC consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 18/100

SIGNAL #147 - AHH - Quality Score: 17/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $6.89
  Consolidation:       1 days
  Range:               $6.86 - $6.99 (1.9%)
  Position in Range:   22% (lower third = buy zone)
  Normalized Price:    0.07 (DIVERGENCE)
  Force Index:         -0.19 (ORANGE)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: AHH consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 17/100

SIGNAL #148 - VYNE - Quality Score: 17/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $0.56
  Consolidation:       2 days
  Range:               $0.54 - $0.57 (6.1%)
  Position in Range:   60% (lower third = buy zone)
  Normalized Price:    0.04 (DIVERGENCE)
  Force Index:         -0.02 (ORANGE)
  Fader Signal:        RED
  Volume:              0.4x average

  SETUP: VYNE consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 17/100

SIGNAL #149 - AIV - Quality Score: 17/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $5.82
  Consolidation:       3 days
  Range:               $5.83 - $5.91 (1.4%)
  Position in Range:   -10% (lower third = buy zone)
  Normalized Price:    0.02 (DIVERGENCE)
  Force Index:         -0.12 (ORANGE)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: AIV consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 17/100

SIGNAL #150 - FATE - Quality Score: 17/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $1.14
  Consolidation:       3 days
  Range:               $1.10 - $1.18 (6.9%)
  Position in Range:   53% (lower third = buy zone)
  Normalized Price:    0.01 (DIVERGENCE)
  Force Index:         -0.03 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: FATE consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 17/100

SIGNAL #151 - OPTT - Quality Score: 17/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $0.46
  Consolidation:       3 days
  Range:               $0.44 - $0.49 (9.5%)
  Position in Range:   48% (lower third = buy zone)
  Normalized Price:    0.01 (DIVERGENCE)
  Force Index:         -0.03 (ORANGE)
  Fader Signal:        RED
  Volume:              0.2x average

  SETUP: OPTT consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 17/100

SIGNAL #152 - RMTI - Quality Score: 17/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $1.06
  Consolidation:       2 days
  Range:               $1.01 - $1.07 (6.5%)
  Position in Range:   78% (lower third = buy zone)
  Normalized Price:    0.03 (DIVERGENCE)
  Force Index:         -0.02 (ORANGE)
  Fader Signal:        RED
  Volume:              0.2x average

  SETUP: RMTI consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 17/100

SIGNAL #153 - XPL - Quality Score: 17/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $0.74
  Consolidation:       1 days
  Range:               $0.72 - $0.75 (5.0%)
  Position in Range:   83% (lower third = buy zone)
  Normalized Price:    0.04 (DIVERGENCE)
  Force Index:         -0.01 (ORANGE)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: XPL consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 17/100

SIGNAL #154 - BBIG - Quality Score: 16/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $0.00
  Consolidation:       2 days
  Range:               $0.00 - $0.00 (46.6%)
  Position in Range:   37% (lower third = buy zone)
  Normalized Price:    0.00 (DIVERGENCE)
  Force Index:         -0.00 (ORANGE)
  Fader Signal:        RED
  Volume:              0.0x average

  SETUP: BBIG consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 16/100
