================================================================================
ULTIMATE HIGH PROBABILITY SCANNER - $0-20 PRICE RANGE
================================================================================
Scan Date: 2026-01-25 21:39:41

STRATEGY CRITERIA:
  1. Price between $0 - $20
  2. Channel consolidation detected (any duration)
  3. EFI oversold (MAROON or ORANGE - histogram below 0)
  4. Normalized price > 0 (Close above 68 EMA - DIVERGENCE setup)
  (Fader color shown for reference - RED or GREEN both accepted)

QUALITY SCORE:
  Based on consolidation duration, oversold level, EFI strength, volume
  Higher score = higher probability setup

Total High Probability Setups Found: 139
================================================================================

TOP HIGH PROBABILITY SETUPS (sorted by quality score):
--------------------------------------------------------------------------------
Ticker   Score   Days   Range    Pos%   Norm    EFI      Fader   Vol 
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 30/100

SIGNAL #132 - UBCP - Quality Score: 30/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $13.91
  Consolidation:       20 days
  Range:               $13.42 - $14.85 (10.7%)
  Position in Range:   34% (lower third = buy zone)
  Normalized Price:    0.22 (DIVERGENCE)
  Force Index:         -0.01 (ORANGE)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: UBCP consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 30/100

SIGNAL #133 - MERC - Quality Score: 28/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $2.46
  Consolidation:       20 days
  Range:               $1.93 - $2.85 (47.7%)
  Position in Range:   58% (lower third = buy zone)
  Normalized Price:    0.16 (DIVERGENCE)
  Force Index:         -0.02 (ORANGE)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: MERC consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 28/100

SIGNAL #134 - CIM - Quality Score: 27/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $12.89
  Consolidation:       20 days
  Range:               $12.27 - $13.40 (9.2%)
  Position in Range:   55% (lower third = buy zone)
  Normalized Price:    0.09 (DIVERGENCE)
  Force Index:         -0.10 (ORANGE)
  Fader Signal:        GREEN
  Volume:              0.5x average

  SETUP: CIM consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 27/100

SIGNAL #135 - ENTA - Quality Score: 26/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $13.02
  Consolidation:       20 days
  Range:               $12.09 - $17.15 (41.9%)
  Position in Range:   18% (lower third = buy zone)
  Normalized Price:    0.06 (DIVERGENCE)
  Force Index:         -0.57 (ORANGE)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: ENTA consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 26/100

SIGNAL #136 - SMRT - Quality Score: 26/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $1.80
  Consolidation:       20 days
  Range:               $1.70 - $2.06 (21.4%)
  Position in Range:   28% (lower third = buy zone)
  Normalized Price:    0.06 (DIVERGENCE)
  Force Index:         -0.00 (ORANGE)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: SMRT consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 26/100

SIGNAL #137 - KPTI - Quality Score: 25/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $6.59
  Consolidation:       20 days
  Range:               $5.88 - $8.95 (52.3%)
  Position in Range:   23% (lower third = buy zone)
  Normalized Price:    0.03 (DIVERGENCE)
  Force Index:         -0.67 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: KPTI consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 25/100

SIGNAL #138 - MIND - Quality Score: 25/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $9.67
  Consolidation:       20 days
  Range:               $7.90 - $11.39 (44.2%)
  Position in Range:   51% (lower third = buy zone)
  Normalized Price:    0.00 (DIVERGENCE)
  Force Index:         -0.65 (ORANGE)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: MIND consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 25/100

SIGNAL #139 - MPW - Quality Score: 25/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $5.11
  Consolidation:       20 days
  Range:               $4.98 - $5.58 (12.0%)
  Position in Range:   22% (lower third = buy zone)
  Normalized Price:    0.01 (DIVERGENCE)
  Force Index:         -0.16 (ORANGE)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: MPW consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 25/100
